date,open,high,low,close,bid,ask
2023-11-14,1.09482,1.09691,1.08868,1.09040,1.09037,1.09043
2023-11-15,1.09371,1.09446,1.08309,1.08444,1.08441,1.08447
2023-11-16,1.08404,1.09273,1.08117,1.08805,1.08802,1.08808
2023-11-17,1.08971,1.09109,1.08455,1.08504,1.08501,1.08507
2023-11-20,1.08727,1.09143,1.07852,1.07897,1.07894,1.07900
2023-11-21,1.07717,1.08105,1.07340,1.07475,1.07472,1.07478
2023-11-22,1.07333,1.08370,1.07288,1.07703,1.07700,1.07706
2023-11-23,1.07792,1.08124,1.07143,1.07335,1.07332,1.07338
2023-11-24,1.07245,1.07358,1.05939,1.06138,1.06135,1.06141
2023-11-27,1.06223,1.06642,1.06217,1.06265,1.06262,1.06268
2023-11-28,1.06407,1.06515,1.04120,1.04596,1.04593,1.04599
2023-11-29,1.04653,1.05132,1.04560,1.05012,1.05009,1.05015
2023-11-30,1.05019,1.05138,1.04531,1.04550,1.04547,1.04553
2023-12-01,1.04735,1.05118,1.04267,1.04365,1.04362,1.04368
2023-12-04,1.04416,1.04806,1.04411,1.04615,1.04612,1.04618
2023-12-05,1.04762,1.04803,1.04397,1.04572,1.04569,1.04575
2023-12-06,1.04594,1.04677,1.04214,1.04276,1.04273,1.04279
2023-12-07,1.04364,1.04414,1.03943,1.04025,1.04022,1.04028
2023-12-08,1.03974,1.04215,1.03869,1.04137,1.04134,1.04140
2023-12-11,1.04188,1.04205,1.03899,1.03933,1.03930,1.03936
2023-12-12,1.03834,1.04067,1.03388,1.03550,1.03547,1.03553
2023-12-13,1.03388,1.04182,1.03329,1.03800,1.03797,1.03803
2023-12-14,1.04018,1.04835,1.03901,1.04366,1.04363,1.04369
2023-12-15,1.04457,1.04692,1.04215,1.04434,1.04431,1.04437
2023-12-18,1.04350,1.04459,1.03953,1.03999,1.03996,1.04002
2023-12-19,1.04004,1.04506,1.03942,1.04146,1.04143,1.04149
2023-12-20,1.04243,1.05012,1.04176,1.04853,1.04850,1.04856
2023-12-21,1.04806,1.05019,1.04400,1.04595,1.04592,1.04598
2023-12-22,1.04473,1.04541,1.03894,1.04255,1.04252,1.04258
2023-12-25,1.04288,1.04646,1.04205,1.04208,1.04205,1.04211
2023-12-26,1.04212,1.04303,1.04049,1.04146,1.04143,1.04149
2023-12-27,1.03746,1.04775,1.03608,1.04313,1.04310,1.04316
2023-12-28,1.04205,1.04959,1.04093,1.04538,1.04535,1.04541
2023-12-29,1.04546,1.04779,1.04377,1.04623,1.04620,1.04626
2024-01-01,1.04549,1.04737,1.03530,1.03674,1.03671,1.03677
2024-01-02,1.03521,1.03547,1.03431,1.03509,1.03506,1.03512
2024-01-03,1.03744,1.03904,1.03371,1.03436,1.03433,1.03439
2024-01-04,1.03007,1.04058,1.02210,1.03716,1.03713,1.03719
2024-01-05,1.03627,1.03768,1.03369,1.03446,1.03443,1.03449
2024-01-08,1.03440,1.03775,1.02898,1.03433,1.03430,1.03436
2024-01-09,1.04038,1.04102,1.02700,1.02971,1.02968,1.02974
2024-01-10,1.03018,1.03938,1.02967,1.03349,1.03346,1.03352
2024-01-11,1.03539,1.03704,1.02933,1.03064,1.03061,1.03067
2024-01-12,1.03341,1.03567,1.03018,1.03081,1.03078,1.03084
2024-01-15,1.02935,1.03654,1.02625,1.03385,1.03382,1.03388
2024-01-16,1.03599,1.03878,1.02860,1.03749,1.03746,1.03752
2024-01-17,1.04101,1.04451,1.03499,1.03769,1.03766,1.03772
2024-01-18,1.03744,1.04012,1.03292,1.03316,1.03313,1.03319
2024-01-19,1.03433,1.03573,1.01935,1.02325,1.02322,1.02328
2024-01-22,1.02295,1.02564,1.02271,1.02438,1.02435,1.02441
2024-01-23,1.02528,1.02638,1.02453,1.02561,1.02558,1.02564
2024-01-24,1.02505,1.02547,1.02030,1.02351,1.02348,1.02354
2024-01-25,1.02353,1.02857,1.02027,1.02673,1.02670,1.02676
2024-01-26,1.02857,1.03004,1.02461,1.02606,1.02603,1.02609
2024-01-29,1.02482,1.03010,1.02175,1.02979,1.02976,1.02982
2024-01-30,1.02879,1.02893,1.02623,1.02672,1.02669,1.02675
2024-01-31,1.02716,1.03014,1.02397,1.02962,1.02959,1.02965
2024-02-01,1.02834,1.02911,1.02554,1.02586,1.02583,1.02589
2024-02-02,1.02762,1.02990,1.01893,1.02108,1.02105,1.02111
2024-02-05,1.01992,1.02414,1.01689,1.01751,1.01748,1.01754
2024-02-06,1.01623,1.01756,1.01189,1.01698,1.01695,1.01701
2024-02-07,1.01851,1.01908,1.00924,1.01133,1.01130,1.01136
2024-02-08,1.01002,1.01246,1.00962,1.01174,1.01171,1.01177
2024-02-09,1.01260,1.01582,1.01045,1.01550,1.01547,1.01553
2024-02-12,1.01436,1.01521,1.01068,1.01189,1.01186,1.01192
2024-02-13,1.01064,1.01712,1.00985,1.01632,1.01629,1.01635
2024-02-14,1.01600,1.01827,1.00958,1.01313,1.01310,1.01316
2024-02-15,1.01640,1.01647,1.01415,1.01446,1.01443,1.01449
2024-02-16,1.01258,1.01581,1.01117,1.01554,1.01551,1.01557
2024-02-19,1.01493,1.02210,1.01406,1.01930,1.01927,1.01933
2024-02-20,1.01911,1.02553,1.01837,1.02199,1.02196,1.02202
2024-02-21,1.02426,1.02494,1.01498,1.02051,1.02048,1.02054
2024-02-22,1.01905,1.02318,1.01384,1.01970,1.01967,1.01973
2024-02-23,1.02032,1.02514,1.01894,1.02410,1.02407,1.02413
2024-02-26,1.02102,1.02633,1.01494,1.02305,1.02302,1.02308
2024-02-27,1.02061,1.02143,1.01789,1.02120,1.02117,1.02123
2024-02-28,1.02061,1.02823,1.02013,1.02582,1.02579,1.02585
2024-02-29,1.02598,1.02724,1.02070,1.02469,1.02466,1.02472
2024-03-01,1.02431,1.02767,1.02209,1.02249,1.02246,1.02252
2024-03-04,1.02324,1.02636,1.02212,1.02435,1.02432,1.02438
2024-03-05,1.02570,1.02622,1.01847,1.01976,1.01973,1.01979
2024-03-06,1.02085,1.02652,1.01944,1.02173,1.02170,1.02176
2024-03-07,1.02021,1.02265,1.01672,1.02122,1.02119,1.02125
2024-03-08,1.02276,1.02290,1.01447,1.01826,1.01823,1.01829
2024-03-11,1.01874,1.02222,1.01257,1.02054,1.02051,1.02057
2024-03-12,1.02142,1.02393,1.01789,1.01995,1.01992,1.01998
2024-03-13,1.02023,1.03139,1.01513,1.03061,1.03058,1.03064
2024-03-14,1.03129,1.03262,1.02621,1.02790,1.02787,1.02793
2024-03-15,1.03004,1.03423,1.02592,1.02635,1.02632,1.02638
2024-03-18,1.02629,1.02972,1.02211,1.02741,1.02738,1.02744
2024-03-19,1.02697,1.03060,1.02437,1.02798,1.02795,1.02801
2024-03-20,1.02599,1.03661,1.02284,1.03480,1.03477,1.03483
2024-03-21,1.03271,1.04102,1.02973,1.03947,1.03944,1.03950
2024-03-22,1.04153,1.04277,1.03571,1.03579,1.03576,1.03582
2024-03-25,1.03739,1.04448,1.03562,1.04194,1.04191,1.04197
2024-03-26,1.04007,1.04716,1.03808,1.04676,1.04673,1.04679
2024-03-27,1.04603,1.04859,1.04069,1.04149,1.04146,1.04152
2024-03-28,1.04223,1.04321,1.03540,1.03848,1.03845,1.03851
2024-03-29,1.03991,1.04778,1.03747,1.04729,1.04726,1.04732
2024-04-01,1.04929,1.05212,1.04916,1.05151,1.05148,1.05154
2024-04-02,1.04986,1.05183,1.04937,1.04979,1.04976,1.04982
2024-04-03,1.04846,1.05358,1.03689,1.03857,1.03854,1.03860
2024-04-04,1.03986,1.04179,1.03048,1.03440,1.03437,1.03443
2024-04-05,1.03388,1.03570,1.03113,1.03455,1.03452,1.03458
2024-04-08,1.03421,1.03633,1.03241,1.03480,1.03477,1.03483
2024-04-09,1.03253,1.04187,1.03067,1.04096,1.04093,1.04099
2024-04-10,1.04087,1.04135,1.03855,1.04119,1.04116,1.04122
2024-04-11,1.03765,1.05038,1.03553,1.04747,1.04744,1.04750
2024-04-12,1.04589,1.05053,1.03996,1.04031,1.04028,1.04034
2024-04-15,1.03852,1.03899,1.03460,1.03555,1.03552,1.03558
2024-04-16,1.03414,1.03967,1.03266,1.03741,1.03738,1.03744
2024-04-17,1.03759,1.04088,1.03641,1.03940,1.03937,1.03943
2024-04-18,1.03990,1.04133,1.03695,1.03769,1.03766,1.03772
2024-04-19,1.03950,1.04300,1.03838,1.04280,1.04277,1.04283
2024-04-22,1.04193,1.05055,1.03938,1.05037,1.05034,1.05040
2024-04-23,1.04951,1.05352,1.04744,1.05197,1.05194,1.05200
2024-04-24,1.05204,1.05280,1.04409,1.04437,1.04434,1.04440
2024-04-25,1.04576,1.04767,1.04111,1.04369,1.04366,1.04372
2024-04-26,1.04272,1.04292,1.03925,1.04065,1.04062,1.04068
2024-04-29,1.03936,1.04118,1.03775,1.04045,1.04042,1.04048
2024-04-30,1.03973,1.04483,1.03966,1.04023,1.04020,1.04026
2024-05-01,1.04125,1.04219,1.03926,1.04028,1.04025,1.04031
2024-05-02,1.04146,1.04456,1.03659,1.03802,1.03799,1.03805
2024-05-03,1.03830,1.04309,1.02846,1.03627,1.03624,1.03630
2024-05-06,1.03599,1.03927,1.03481,1.03763,1.03760,1.03766
2024-05-07,1.03976,1.04217,1.03581,1.03959,1.03956,1.03962
2024-05-08,1.03879,1.04394,1.03774,1.04331,1.04328,1.04334
2024-05-09,1.03945,1.04347,1.03641,1.04332,1.04329,1.04335
2024-05-10,1.04467,1.04606,1.03556,1.03817,1.03814,1.03820
2024-05-13,1.03676,1.04230,1.03430,1.04141,1.04138,1.04144
2024-05-14,1.04131,1.04371,1.04051,1.04292,1.04289,1.04295
2024-05-15,1.04474,1.04479,1.04138,1.04198,1.04195,1.04201
2024-05-16,1.04306,1.04316,1.03436,1.03880,1.03877,1.03883
2024-05-17,1.03976,1.04064,1.03493,1.03783,1.03780,1.03786
2024-05-20,1.03803,1.04218,1.02787,1.02829,1.02826,1.02832
2024-05-21,1.02708,1.02948,1.02324,1.02547,1.02544,1.02550
2024-05-22,1.02544,1.02750,1.01420,1.01524,1.01521,1.01527
2024-05-23,1.01547,1.02702,1.01299,1.02362,1.02359,1.02365
2024-05-24,1.02138,1.02682,1.01998,1.02497,1.02494,1.02500
2024-05-27,1.02600,1.03043,1.02276,1.02904,1.02901,1.02907
2024-05-28,1.03018,1.03039,1.02119,1.02379,1.02376,1.02382
2024-05-29,1.02217,1.02540,1.01989,1.02346,1.02343,1.02349
2024-05-30,1.02204,1.02564,1.01363,1.01954,1.01951,1.01957
2024-05-31,1.01927,1.02699,1.01713,1.02687,1.02684,1.02690
2024-06-03,1.02403,1.03109,1.02017,1.02676,1.02673,1.02679
2024-06-04,1.02948,1.03376,1.02890,1.03256,1.03253,1.03259
2024-06-05,1.03029,1.03255,1.03022,1.03221,1.03218,1.03224
2024-06-06,1.03211,1.03347,1.02616,1.02708,1.02705,1.02711
2024-06-07,1.02533,1.03105,1.02211,1.02841,1.02838,1.02844
2024-06-10,1.02884,1.02884,1.01744,1.02230,1.02227,1.02233
2024-06-11,1.02328,1.02733,1.02061,1.02713,1.02710,1.02716
